codigo,nome_do_curso,total_vagas,inscritos,cv,ano
424,letras  frances  bellic  diurno  florianopolis,14.0,28.0,2.0,2018
425,letras  ingles  bellic  diurno  florianopolis,14.0,147.0,10.5,2018
427,letras  italiano  bellic  diurno  florianopolis,14.0,27.0,1.93,2018
441,letras  libras  bel  diurno  florianopolis,7.0,6.0,0.86,2018
440,letras  libras  lic  diurno  florianopolis,7.0,29.0,4.14,2018
428,letras  portugues  bellic  diurno  florianopolis,28.0,82.0,2.93,2018
426,letras  portugues  bellic  noturno  florianopolis,14.0,75.0,5.36,2018
222,matematica  bel  diurno  florianopolis,14.0,37.0,2.64,2018
223,matematica  lic  diurno  florianopolis,38.0,66.0,1.74,2018
756,matematica  lic  diurno  blumenau,17.0,11.0,0.65,2018
751,matematica  lic  noturno  blumenau,17.0,23.0,1.35,2018
103,medicina  diurno  florianopolis,35.0,7964.0,227.54,2018
552,medicina veterinaria  diurno  curitibanos,28.0,586.0,20.93,2018
230,meteorologia  diurno  florianopolis,10.0,23.0,2.3,2018
338,museologia  diurno  florianopolis,10.0,37.0,3.7,2018
009,nutricao  diurno  florianopolis,16.0,467.0,29.19,2018
333,oceanografia  diurno  florianopolis,10.0,124.0,12.4,2018
104,odontologia  diurno  florianopolis,35.0,922.0,26.34,2018
308,pedagogia  diurno  florianopolis,35.0,200.0,5.71,2018
319,psicologia  bellic  diurno  florianopolis,31.0,1176.0,37.94,2018
003,quimica  belbel em quimica tecnologica  florianopolis,28.0,118.0,4.21,2018
