codigo,nome_do_curso,acertos_do_primeiro,acertos_do_ultimo,total_de_vagas,ano
342.0,ciencia da informacao  diurnonot  florianopolis,47.7,25.87,7.0,2019
503.0,ciencia e tecnologia de alimentos  florianopolis,57.05,27.26,24.0,2019
108.0,ciencias biologicas  bellic  diurno  florianopolis,71.64,56.55,28.0,2019
110.0,ciencias biologicas  lic  noturno  florianopolis,61.49,44.13,28.0,2019
302.0,ciencias contabeis  diurno  florianopolis,61.58,41.32,31.0,2019
317.0,ciencias contabeis  noturno  florianopolis,71.72,44.06,31.0,2019
208.0,ciencias da computacao  diurno  florianopolis,81.39,59.76,35.0,2019
304.0,ciencias economicas  diurno  florianopolis,76.97,56.43,31.0,2019
318.0,ciencias economicas  noturno  florianopolis,66.03,52.31,31.0,2019
310.0,ciencias sociais  bellic  diurno  florianopolis,65.46,45.22,15.0,2019
320.0,ciencias sociais  bellic  noturno  florianopolis,61.01,41.51,17.0,2019
450.0,cinema  diurno  florianopolis,76.29,63.03,10.0,2019
454.0,design  diurnonoturno  florianopolis,70.51,59.51,21.0,2019
452.0,design de produto  diurnonoturno  florianopolis,71.7,54.31,14.0,2019
303.0,direito  diurno  florianopolis,81.94,71.7,31.0,2019
5.0,direito  noturno  florianopolis,81.78,69.3,31.0,2019
444.0,educacao fisica  bel  diurno  florianopolis,60.97,49.5,21.0,2019
404.0,educacao fisica  lic  diurno  florianopolis,56.75,41.47,21.0,2019
101.0,enfermagem  diurno  florianopolis,65.72,52.68,26.0,2019
602.0,engenharia aeroespacial  diurnonoturno  joinville,78.5,66.31,17.0,2019
603.0,engenharia automotiva  diurnonoturno  joinville,74.81,51.31,17.0,2019
201.0,engenharia civil  diurno  florianopolis,77.44,62.4,38.0,2019
215.0,engenharia de alimentos  diurno  florianopolis,70.09,50.58,17.0,2019
234.0,engenharia de aquicultura  diurno  florianopolis,61.02,23.02,28.0,2019
655.0,engenharia de computacaodiurnonoturno  ararangua,67.34,42.28,21.0,2019
754.0,engenharia de controle e automacao  blumenau,63.14,32.99,35.0,2019
220.0,engenharia de controle e automacao  florianopolis,71.94,63.52,25.0,2019
653.0,engenharia de energia  diurnonoturno  ararangua,68.34,35.33,28.0,2019
607.0,engenharia de infraestruturadiurnonot  joinville,63.97,29.66,17.0,2019
753.0,engenharia de materiais  diurno  blumenau,66.49,31.71,35.0,2019
236.0,engenharia de materiais  diurno  florianopolis,76.71,53.9,24.0,2019
212.0,engenharia de producao civil  diurno  florianopolis,73.58,57.95,14.0,2019
213.0,engenharia de producao eletrica  diurno  florianopolis,70.77,55.33,14.0,2019
214.0,engenharia de producao mecanica  diurno  florianopolis,78.92,66.29,14.0,2019
608.0,engenharia de transportes e logistica  joinville,72.28,29.45,17.0,2019
202.0,engenharia eletrica  diurno  florianopolis,83.81,66.85,35.0,2019
235.0,engenharia eletronica  diurno  florianopolis,76.47,63.31,21.0,2019
604.0,engenharia ferroviaria e metroviaria  joinville,65.67,33.67,14.0,2019
553.0,engenharia florestal  diurno  curitibanos,58.62,28.86,35.0,2019
203.0,engenharia mecanica  diurno  florianopolis,86.64,72.25,38.0,2019
605.0,engenharia mecatronica  diurnonoturno  joinville,75.35,63.54,17.0,2019
606.0,engenharia naval  diurnonoturno  joinville,65.45,45.1,17.0,2019
216.0,engenharia quimica  diurno  florianopolis,84.11,70.23,17.0,2019
211.0,engenharia sanitaria e ambientaldiurno  florianopolis,73.19,49.82,31.0,2019
755.0,engenharia textil  diurno  blumenau,46.6,29.75,35.0,2019
102.0,farmacia  diurno  florianopolis,79.9,51.35,45.0,2019
323.0,filosofia  bel  noturno  florianopolis,77.18,32.1,14.0,2019
307.0,filosofia  lic  vespertino  florianopolis,60.93,31.17,14.0,2019
2.0,fisica  bel  diurno  florianopolis,73.89,48.99,19.0,2019
225.0,fisica  lic  noturno  florianopolis,67.95,28.67,26.0,2019
654.0,fisioterapia  diurno  ararangua,62.13,49.18,21.0,2019
109.0,fonoaudiologia  diurno  florianopolis,60.08,43.32,14.0,2019
331.0,geografia  bellic  diurno  florianopolis,58.05,42.11,14.0,2019
332.0,geografia  bellic  noturno  florianopolis,55.01,36.16,14.0,2019
336.0,geologia  diurno  florianopolis,71.22,53.06,10.0,2019
326.0,historia  bellic  diurno  florianopolis,66.88,54.05,16.0,2019
327.0,historia  bellic  noturno  florianopolis,63.5,51.7,16.0,2019
415.0,jornalismo  diurno  florianopolis,81.68,63.08,21.0,2019
421.0,letras  alemao  bellic  diurno  florianopolis,60.43,33.93,14.0,2019
423.0,letras  espanhol  bellic  diurno  florianopolis,56.57,28.3,14.0,2019
424.0,letras  frances  bellic  diurno  florianopolis,55.59,37.85,14.0,2019
425.0,letras  ingles  bellic  diurno  florianopolis,69.53,51.24,14.0,2019
427.0,letras  italiano  bellic  diurno  florianopolis,55.72,29.21,14.0,2019
441.0,letras  libras  bel  diurno  florianopolis,51.79,33.81,7.0,2019
440.0,letras  libras  lic  diurno  florianopolis,40.71,24.37,7.0,2019
428.0,letras  portugues  bellic  diurno  florianopolis,75.5,44.61,28.0,2019
426.0,letras  portugues  bellic  noturno  florianopolis,56.72,45.46,14.0,2019
222.0,matematica  bel  diurno  florianopolis,70.09,24.53,14.0,2019
756.0,matematica  lic  diurno  blumenau,62.87,30.67,17.0,2019
223.0,matematica  lic  diurno  florianopolis,62.06,25.84,38.0,2019
751.0,matematica  lic  noturno  blumenau,67.11,27.18,17.0,2019
103.0,medicina  diurno  florianopolis,89.57,84.67,35.0,2019
552.0,medicina veterinaria  diurno  curitibanos,68.64,52.59,28.0,2019
230.0,meteorologia  diurno  florianopolis,55.24,25.18,10.0,2019
338.0,museologia  diurno  florianopolis,51.83,24.37,10.0,2019
9.0,nutricao  diurno  florianopolis,75.32,58.79,16.0,2019
333.0,oceanografia  diurno  florianopolis,64.18,40.51,10.0,2019
104.0,odontologia  diurno  florianopolis,72.73,60.44,35.0,2019
308.0,pedagogia  diurno  florianopolis,61.34,19.66,35.0,2019
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2019
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2019
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2019
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2019
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2019
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2019
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2019
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2019
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2019
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2019
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2019
,,,,2260.0,2019
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2020
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2020
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2020
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2020
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2020
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2020
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2020
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2020
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2020
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2020
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2020
,,,,2260.0,2020
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2020
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2020
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2020
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2020
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2020
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2020
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2020
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2020
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2020
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2020
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2020
,,,,2260.0,2020
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2020
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2020
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2020
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2020
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2020
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2020
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2020
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2020
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2020
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2020
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2020
,,,,2260.0,2020
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2020
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2020
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2020
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2020
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2020
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2020
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2020
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2020
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2020
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2020
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2020
,,,,2260.0,2020
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2021
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2021
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2021
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2021
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2021
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2021
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2021
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2021
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2021
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2021
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2021
,,,,2260.0,2021
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2021
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2021
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2021
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2021
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2021
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2021
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2021
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2021
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2021
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2021
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2021
,,,,2260.0,2021
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2021
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2021
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2021
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2021
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2021
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2021
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2021
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2021
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2021
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2021
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2021
,,,,2260.0,2021
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2021
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2021
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2021
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2021
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2021
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2021
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2021
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2021
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2021
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2021
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2021
,,,,2260.0,2021
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2022
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2022
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2022
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2022
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2022
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2022
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2022
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2022
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2022
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2022
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2022
,,,,2260.0,2022
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2022
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2022
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2022
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2022
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2022
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2022
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2022
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2022
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2022
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2022
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2022
,,,,2260.0,2022
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2022
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2022
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2022
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2022
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2022
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2022
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2022
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2022
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2022
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2022
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2022
,,,,2260.0,2022
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2022
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2022
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2022
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2022
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2022
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2022
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2022
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2022
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2022
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2022
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2022
,,,,2260.0,2022
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2023
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2023
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2023
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2023
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2023
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2023
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2023
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2023
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2023
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2023
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2023
,,,,2260.0,2023
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2023
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2023
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2023
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2023
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2023
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2023
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2023
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2023
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2023
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2023
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2023
,,,,2260.0,2023
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2023
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2023
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2023
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2023
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2023
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2023
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2023
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2023
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2023
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2023
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2023
,,,,2260.0,2023
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2023
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2023
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2023
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2023
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2023
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2023
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2023
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2023
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2023
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2023
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2023
,,,,2260.0,2023
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2024
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2024
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2024
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2024
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2024
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2024
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2024
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2024
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2024
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2024
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2024
,,,,2260.0,2024
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2024
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2024
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2024
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2024
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2024
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2024
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2024
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2024
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2024
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2024
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2024
,,,,2260.0,2024
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2024
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2024
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2024
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2024
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2024
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2024
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2024
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2024
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2024
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2024
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2024
,,,,2260.0,2024
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2024
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2024
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2024
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2024
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2024
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2024
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2024
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2024
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2024
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2024
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2024
,,,,2260.0,2024
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2025
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2025
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2025
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2025
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2025
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2025
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2025
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2025
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2025
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2025
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2025
,,,,2260.0,2025
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2025
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2025
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2025
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2025
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2025
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2025
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2025
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2025
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2025
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2025
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2025
,,,,2260.0,2025
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2025
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2025
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2025
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2025
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2025
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2025
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2025
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2025
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2025
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2025
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2025
,,,,2260.0,2025
319.0,psicologia  bellic  diurno  florianopolis,75.02,67.7,31.0,2025
3.0,quimica  belbel em quimica tecnologica  florianopolis,65.18,37.67,28.0,2025
205.0,quimica  lic  diurno  florianopolis,64.4,28.24,14.0,2025
752.0,quimica  lic  noturno  blumenau,62.7,27.31,35.0,2025
340.0,relacoes internacionais  diurno  florianopolis,79.14,65.78,28.0,2025
429.0,secretariado executivo  noturno  florianopolis,56.77,25.25,14.0,2025
309.0,servico social  diurno  florianopolis,67.33,22.85,28.0,2025
339.0,servico social  noturno  florianopolis,56.87,36.4,21.0,2025
238.0,sistemas de informacao  noturno  florianopolis,72.36,54.89,35.0,2025
652.0,tec da info e comunicacao  noturno  ararangua,55.5,30.07,21.0,2025
502.0,zootecnia  diurno  florianopolis,50.79,23.53,24.0,2025
,,,,2260.0,2025
